filename,plane,ship,none
1__20170729_175335_101d__-118.40925052785828_33.94085609606337.png,1,0,0
1__20160816_174559_0e30__-118.430102526_33.9444687471.png,1,0,0
0__20160714_165521_0c59__-118.417945815_33.8944883688.png,0,0,1
0__20160306_200032_0c47__-117.68764362757356_33.959631600071674.png,0,0,1
0__20161128_174850_0e30__-118.403628728_33.9334478531.png,0,0,1
1__20160829_195800_0c72__-122.392469714_37.6176425378.png,1,0,0
0__20170602_174849_1029__-118.43594368867903_33.91919655024013.png,0,0,1
1__20160816_174600_0e0e__-118.402483402_33.940401205.png,1,0,0
0__20170609_180754_101b__-122.32076914164112_37.58314008228783.png,0,0,1
0__20170615_174858_0f51__-118.40109847924455_33.941457594809464.png,0,0,1
1__20170622_180821_1034__-122.38315357045933_37.61574156879261.png,1,0,0
0__20170615_174723_103d__-118.05607105964226_33.75421278088702.png,0,0,1
0__20170721_174734_1006__-117.88930119306099_33.67684590767257.png,0,0,1
0__20160719_180314_0e14__-122.382003857_37.6315809057.png,0,0,1
0__20170508_180614_1010__-122.382850842_37.6154965216.png,0,0,1
0__20170617_181435_0e0f__-122.39061446654226_37.61802455592691.png,0,0,1
0__20161102_180701_0e26__-122.390626815_37.6123462034.png,0,0,1
0__20161210_174711_0e16__-117.47748806759525_34.09698992051011.png,0,0,1
1__20170719_180901_101d__-122.34049577858721_37.75006032975165.png,0,1,0
0__20160625_150351_0c18__-117.651461584_34.111260549.png,0,0,1
1__20161214_174940_0e26__-118.404720067_33.9397512616.png,1,0,0
0__20170621_181254_0e26__-122.38246486625508_37.61695466572123.png,0,0,1
0__20170404_233842_1_0c38__-118.429487158_33.9386963555.png,0,0,1
0__20170508_180612_1010__-122.27232628207518_37.69376866256119.png,0,0,1
0__20170516_175243_0e0f__-118.068386331_33.7077326015.png,0,0,1
0__20170106_180852_0e30__-122.16187481882541_37.66026351874788.png,0,0,1
0__20170615_174158_0c13__-117.20462284766488_32.73485427021356.png,0,0,1
1__20161128_174850_0e30__-118.407389122_33.9410000751.png,1,0,0
1__20170602_174848_1029__-118.38580231876199_33.93219967381584.png,1,0,0
0__20160822_181432_0c27__-121.4935317_38.6512672449.png,0,0,1
0__20170604_180819_0f52__-122.53925309163525_37.856782982719004.png,0,0,1
0__20170505_181300_0e2f__-122.38811177_37.6206074501.png,0,0,1
0__20161212_180859_0e30__-122.388072901_37.6212021296.png,0,0,1
1__20170508_180612_1010__-122.33469792911802_37.728206916364876.png,0,1,0
1__20170602_174848_1029__-118.40738912247757_33.94100007508055.png,1,0,0
0__20151214_214919_1_0c73__-118.45460846854785_34.03579475154054.png,0,0,1
0__20170707_181135_100b__-122.33177892851938_37.78402668166098.png,0,0,1
0__20170723_180811_1005__-122.21984796495938_37.71720078913275.png,0,0,1
0__20150127_181622_0907__-119.1035879991051_34.09832714647196.png,0,0,1
1__20170520_180506_101d__-121.58591648_38.6933466618.png,1,0,0
1__20161018_193327_0c45__-122.393996539_37.6182781597.png,1,0,0
0__20151227_171358_0c53__-121.88936311053396_37.333103364996035.png,0,0,1
0__20161202_180737_0e30__-122.389678776_37.6202099648.png,0,0,1
1__20170618_174929_1031__-118.43124480932194_33.937197089127295.png,1,0,0
0__20180205_181812_1030__-122.32486764796693_37.72728576336448.png,0,0,1
0__20150830_000650_0b07__-122.42961510889906_37.781052845407665.png,0,0,1
0__20161102_180659_0e26__-122.463579117_37.6963891292.png,0,0,1
0__20170618_173641_0c38__-118.40039601129033_33.94216899100124.png,0,0,1
0__20160709_165410_0c73__-121.83706568_37.3997414783.png,0,0,1
0__20170414_180529_0f28__-122.47670503462474_37.77029337225758.png,0,0,1
0__20161001_174817_0e1f__-118.413942372_33.9388758844.png,0,0,1
1__20170619_180825_1032__-122.33670468964831_37.75893500875282.png,0,1,0
0__20170416_185913_0c44__-118.39610116302474_34.05470720083354.png,0,0,1
0__20160225_233139_0b07__-122.22790097288589_37.75462210916618.png,0,0,1
0__20151118_160418_0c68__-118.41229272339227_33.98047654772555.png,0,0,1
0__20161212_180859_0e30__-122.388819174_37.6130939776.png,0,0,1
0__20160628_230739_0c13__-122.45288401411692_37.456275935982084.png,0,0,1
0__20160210_222525_0c18__-118.00716518172173_33.79333885494137.png,0,0,1
0__20160811_174013_0e0e__-117.15351729909882_32.7329517264586.png,0,0,1
0__20151118_160418_0c68__-118.39841066374912_34.124018672614135.png,0,0,1
0__20161114_154012_0c41__-117.809622214_33.7179791757.png,0,0,1
1__20170717_180820_1010__-122.3895400248353_37.613760750807735.png,1,0,0
0__20170514_174626_100c__-118.17547094054495_33.80226636207113.png,0,0,1
0__20170416_174401_1025__-117.741442094_33.6737087717.png,0,0,1
0__20160830_220147_1_0c82__-118.405001396_33.9399521974.png,0,0,1
0__20170223_180839_0e20__-121.530467789_38.6910440645.png,0,0,1
1__20161030_214424_0c45__-121.928618194_37.367773179.png,1,0,0
1__20170627_175043_100a__-118.41075937273787_33.94017122483245.png,1,0,0
0__20161214_174938_0e26__-118.36749584_33.9430799618.png,0,0,1
0__20170819_174915_1035__-118.079838380833_33.73036017029306.png,0,0,1
0__20170602_010248_0c44__-122.39374174210836_37.61804066453836.png,0,0,1
1__20170604_180822_0f52__-122.38047192756402_37.625695089509925.png,1,0,0
0__20170226_180944_0e26__-122.32333085816974_37.727817741497745.png,0,0,1
0__20171114_181405_1027__-122.19021418028066_37.6940445386472.png,0,0,1
0__20170723_180701_1024__-121.94909318828287_37.401493396087425.png,0,0,1
0__20161022_180612_0e19__-122.05294087231242_37.69715889815695.png,0,0,1
1__20170504_180551_1025__-122.381772347_37.6151172939.png,1,0,0
0__20160306_195907_0c47__-122.514208748705_37.51965716258868.png,0,0,1
0__20170602_174542_101f__-117.69222172421033_33.601155244087415.png,0,0,1
0__20170713_180939_1002__-122.33730234381262_37.768293979955395.png,0,0,1
0__20170628_180619_0f51__-121.50591473972915_38.64264014883264.png,0,0,1
0__20160822_181156_0c42__-122.389514223_37.6112318092.png,0,0,1
1__20170325_175321_0e20__-118.404482596_33.9472632459.png,1,0,0
0__20161019_181958_0c41__-118.407631443_33.940003313.png,0,0,1
1__20161128_174850_0e30__-118.411143507_33.9425814974.png,1,0,0
0__20170727_175114_0f3f__-118.40632532621783_33.94150620742566.png,0,0,1
0__20170730_181043_103d__-122.16791218658362_37.737882185941544.png,0,0,1
1__20170225_180319_0f1d__-122.378675896_37.6281739448.png,1,0,0
0__20170508_175351_0e19__-118.428454989_34.0050981199.png,0,0,1
0__20151118_160627_0c72__-118.02637833907956_33.79033962384849.png,0,0,1
0__20170120_180944_0e14__-122.384183495_37.6187753311.png,0,0,1
0__20170424_145902_0c24__-117.824590641_33.708843129.png,0,0,1
0__20170522_174816_0f1d__-118.403555969_33.9468133304.png,0,0,1
1__20170602_174848_1029__-118.43124480932194_33.937197089127295.png,1,0,0
0__20170602_010249_0c44__-122.17160140487165_37.66647020416037.png,0,0,1
1__20161202_180737_0e30__-122.383729791_37.6187867125.png,1,0,0
0__20151204_183337_090c__-117.061920775_32.7906998929.png,0,0,1
0__20170508_175352_0e19__-118.388085162_33.9336511427.png,0,0,1
0__20141223_181025_0907__-117.90101797736786_33.64285866981161.png,0,0,1
0__20170724_190013_0f21__-118.29513224173947_33.79652273548802.png,0,0,1
1__20170728_175003_102a__-118.4050263768164_33.94148316780887.png,1,0,0
0__20160816_174600_0e0e__-118.40540017_33.940515778.png,0,0,1
0__20170909_181359_0f28__-122.36221359735856_37.77881453871615.png,0,0,1
1__20180705_182235_0f4d__-122.34741817434761_37.71794891969327.png,0,1,0
1__20170719_174317_1002__-117.19808220982998_32.733787039080454.png,1,0,0
0__20161105_174752_0e16__-118.231442797529_33.86124150278434.png,0,0,1
0__20161203_174949_0e30__-118.430735284_33.9395746319.png,0,0,1
0__20170513_174817_0f10__-118.356718065_33.9184716985.png,0,0,1
1__20170505_181300_0e2f__-122.379087933_37.6265293926.png,1,0,0
1__20170723_180812_1005__-122.32579167236734_37.72675026209499.png,0,1,0
0__20170723_181450_0e0e__-122.38930321324631_37.61209600028984.png,0,0,1
0__20170905_181215_0f12__-122.1357918706839_37.624653477794446.png,0,0,1
0__20170727_174716_0f15__-117.02558700856058_32.67337047565455.png,0,0,1
0__20170430_174727_1029__-118.537030816_33.9662663931.png,0,0,1
0__20170721_175019_1004__-118.33587955506708_33.91193594525302.png,0,0,1
1__20170901_181520_0e14__-122.36740002724083_37.80182586116483.png,0,1,0
0__20170410_174329_0f1d__-117.821313029_33.6297228471.png,0,0,1
0__20160715_173850_0e0f__-117.207115435_32.7327393242.png,0,0,1
0__20170712_181006_0f12__-122.31280319650402_37.570006544025475.png,0,0,1
0__20170214_175431_0e20__-119.034017375_34.0934129786.png,0,0,1
1__20160731_173923_0e20__-117.206018351_32.7325751832.png,1,0,0
0__20160809_180233_0e0f__-121.8240420834264_37.372085921438604.png,0,0,1
0__20161003_213745_1_0c74__-118.388312759_33.9336756303.png,0,0,1
1__20160714_165521_0c59__-118.395566335_33.9424606662.png,1,0,0
0__20170615_173819_0c19__-117.20560990188538_32.73244411798759.png,0,0,1
0__20170726_174848_0f10__-117.59291809556503_34.07484237856348.png,0,0,1
0__20160209_222542_1_0b0f__-118.384104177_33.9343452613.png,0,0,1
0__20160816_013440_0c64__-121.91987567595737_37.40861204070958.png,0,0,1
1__20170613_180815_1017__-122.38122201847014_37.616494222860595.png,1,0,0
0__20170905_181212_0f12__-122.34308091285969_37.804288520479616.png,0,0,1
0__20170625_174954_1021__-118.40717402197235_33.94179410169273.png,0,0,1
0__20170723_180703_1018__-122.01852999476722_37.37650994376892.png,0,0,1
0__20170222_231302_0c27__-122.0014171_37.3255033292.png,0,0,1
0__20171127_185539_0f29__-122.35159215627587_37.785759738706574.png,0,0,1
0__20170405_180503_1003__-122.383132597_37.6143082318.png,0,0,1
0__20160814_203136_0c13__-117.10552865831768_32.76590894307644.png,0,0,1
1__20170308_175227_0e0e__-118.399025953_33.9426410877.png,1,0,0
1__20170430_201723_0c27__-118.407716153_33.9454197996.png,1,0,0
0__20160816_174559_0e30__-118.398933361_33.9420503523.png,0,0,1
0__20160726_173908_0e26__-117.037173306_32.6814592746.png,0,0,1
0__20170327_174203_0f25__-117.429939414_34.0517923675.png,0,0,1
0__20161012_180409_0e30__-121.86133965895311_37.3612292497489.png,0,0,1
0__20170712_180941_0f15__-122.47969379042897_37.742374761115045.png,0,0,1
1__20170416_174628_1024__-118.402688862_33.941706823.png,1,0,0
0__20160306_200032_0c47__-117.64233027764737_33.978815789274336.png,0,0,1
0__20170619_180824_1032__-122.31603733435607_37.83222818792443.png,0,0,1
1__20160726_173906_0e0e__-117.203328098_32.7341509293.png,1,0,0
0__20170331_174358_1031__-117.92896107045927_33.71143026137908.png,0,0,1
1__20170222_231256_0c27__-122.378675896_37.6281739448.png,1,0,0
0__20170508_180614_1010__-122.389976154_37.6129377237.png,0,0,1
1__20170218_181102_0e20__-122.38815213_37.6133447524.png,1,0,0
1__20161008_174747_0e26__-118.404940635_33.9469508525.png,1,0,0
0__20160911_174650_0e14__-118.2543706301892_33.932110145719385.png,0,0,1
0__20170113_174500_0e0e__-117.214275927_32.7412789437.png,0,0,1
1__20170415_174637_0f28__-118.403770832_33.9411002799.png,1,0,0
0__20170113_174500_0e0e__-117.199206787_32.7326709538.png,0,0,1
0__20170511_180611_1041__-122.390555975_37.6210257002.png,0,0,1
0__20170712_180942_0f15__-122.38492152701858_37.619968942642934.png,0,0,1
0__20170501_181319_0e1f__-122.4232531138847_37.797461786875935.png,0,0,1
0__20160418_180830_0b0a__-117.17313209_32.7596365469.png,0,0,1
0__20151020_194059_0b0b__-117.842080749_33.7262309295.png,0,0,1
1__20170717_180818_0f1b__-122.21770919985781_37.71428210908355.png,1,0,0
1__20161229_175033_0e0d__-118.410663192_33.9393863324.png,1,0,0
0__20160809_180234_0e16__-121.566651695_38.7376665207.png,0,0,1
1__20170502_180548_1044__-122.383414633_37.6191662185.png,1,0,0
0__20170720_180708_102e__-121.89173979119185_37.32806909411065.png,0,0,1
0__20170211_175448_0e0d__-118.857474056_34.1162006967.png,0,0,1
1__20161008_174747_0e26__-118.411143507_33.9425814974.png,1,0,0
0__20170101_174437_0e20__-117.233842013_32.7417040265.png,0,0,1
0__20170416_185911_0c44__-118.404696413_33.9411460511.png,0,0,1
0__20170719_175047_100e__-118.40331158532149_33.912132904342776.png,0,0,1
1__20170627_175043_100a__-118.41129871149184_33.943950299548284.png,1,0,0
1__20170430_174727_1029__-118.402131651_33.9332632117.png,1,0,0
0__20161013_174654_0e30__-118.330791863_33.824604823.png,0,0,1
0__20170602_174849_1029__-118.40324729653942_33.90821079705263.png,0,0,1
1__20170716_180818_103a__-122.37867430234142_37.627093164622124.png,1,0,0
0__20170216_180857_0e16__-121.598461016_38.6270246398.png,0,0,1
0__20161018_193330_0c45__-122.22302876_37.7613498854.png,0,0,1
1__20170416_174557_1028__-118.404976585_33.9406185141.png,1,0,0
0__20170727_012417_0c43__-117.9731046262209_33.76736768122547.png,0,0,1
0__20160210_222525_0c18__-118.06261678850056_33.82263509302935.png,0,0,1
1__20161202_180738_0e30__-122.393996539_37.6182781597.png,1,0,0
0__20151101_223401_0c07__-117.526170131_34.1803391385.png,0,0,1
0__20160210_222525_0c18__-118.00471578009557_33.86099864397991.png,0,0,1
0__20170602_174848_1029__-118.3889942317471_33.933667943539625.png,0,0,1
1__20161001_174817_0e1f__-118.411143507_33.9425814974.png,1,0,0
0__20170730_181044_103d__-122.31695364730558_37.68081322489661.png,0,0,1
1__20170629_180856_1029__-122.38073149446262_37.61634852275437.png,1,0,0
0__20160830_220140_1_0c37__-117.861761984_33.6802066861.png,0,0,1
0__20160221_180212_0c53__-117.84938199335386_33.629073268398926.png,0,0,1
1__20161203_174949_0e30__-118.402688862_33.941706823.png,1,0,0
0__20151112_182721_0c18__-118.243353711_33.8640979556.png,0,0,1
1__20170524_181349_0e2f__-122.388367584_37.6211024323.png,1,0,0
1__20161103_195524_0c27__-122.3782948_37.6276517358.png,1,0,0
0__20150618_184038_090b__-122.311968183_37.6422525875.png,0,0,1
0__20170619_180817_0f3f__-122.26001313716597_37.76169608064113.png,0,0,1
1__20170319_175237_0e2f__-118.404720067_33.9397512616.png,1,0,0
0__20160815_180226_0e30__-121.41932016769475_38.672725491692056.png,0,0,1
0__20170712_175336_0e1f__-118.08134707731037_33.79636347200283.png,0,0,1
0__20160830_220147_1_0c82__-118.4079435547857_33.92346977523581.png,0,0,1
0__20160719_145642_0c78__-118.411264105_33.9418013859.png,0,0,1
0__20170522_180637_0f42__-122.377924106_37.6274764266.png,0,0,1
0__20160220_181851_1_0c73__-117.205578195_32.7325794811.png,0,0,1
0__20160905_193459_0c37__-122.391980317_37.6172744797.png,0,0,1
1__20170222_231256_0c27__-122.378144466_37.6248216555.png,1,0,0
0__20170404_233842_1_0c38__-118.407744388_33.9409489088.png,0,0,1
1__20171127_181538_101e__-122.34620667045475_37.739600848957714.png,0,1,0
0__20170407_175220_0e26__-118.403588103_33.9408611.png,0,0,1
0__20180206_181844_0f34__-122.38386833625238_37.79255756484681.png,0,0,1
1__20170621_181254_0e26__-122.39100025600172_37.61833250832772.png,1,0,0
1__20170530_003720_1_0c76__-117.861194033_33.681078379.png,1,0,0
0__20180713_180403_1035__-118.132533160718_33.689195887491266.png,0,0,1
1__20170620_180742_102f__-122.33746157633949_37.73898418986875.png,0,1,0
1__20151112_182718_0c18__-118.404720067_33.9397512616.png,1,0,0
0__20170501_180620_1005__-122.392014969_37.6171935381.png,0,0,1
1__20170508_175352_0e19__-118.385843673_33.9338464384.png,1,0,0
0__20170719_175047_100e__-118.46821231088218_33.92368569044796.png,0,0,1
0__20170502_175430_0e1f__-118.403045553_33.9473602278.png,0,0,1
0__20170410_174329_0f1d__-117.745357353_33.6473854639.png,0,0,1
0__20170723_180811_1005__-122.21562189591954_37.720931217049994.png,0,0,1
0__20161118_174605_0e30__-117.792973045_34.1514441606.png,0,0,1
0__20160316_153300_0b0a__-122.389532412_37.62148009.png,0,0,1
0__20170524_181349_0e2f__-122.39153594_37.613405458.png,0,0,1
0__20151112_182747_0c47__-118.15963149154601_33.88447510178238.png,0,0,1
0__20170307_174523_100f__-118.634584762_33.9502924429.png,0,0,1
0__20170403_180411_100f__-122.21906211834616_37.77257194824194.png,0,0,1
0__20170722_175038_0f38__-118.40146886330642_33.940290058733.png,0,0,1
0__20170212_175255_0e16__-118.49771263_33.9959688538.png,0,0,1
0__20170407_175220_0e26__-118.405101422_33.9401133793.png,0,0,1
0__20161018_193330_0c45__-122.233980718_37.7132375559.png,0,0,1
0__20151223_185618_0c47__-121.4293754428728_38.614955301254746.png,0,0,1
0__20160810_174528_0e0f__-118.179492307_33.8826903155.png,0,0,1
0__20160810_174548_0e16__-118.17163619707152_33.898863049106204.png,0,0,1
0__20170501_180555_1018__-122.401478033_37.6579641397.png,0,0,1
0__20170728_181046_1036__-121.97690625228745_37.417501829886284.png,0,0,1
0__20141115_182318_0908__-122.264508_37.7411473261.png,0,0,1
0__20151029_161054_0b0a__-118.395913099_33.9697878436.png,0,0,1
1__20161019_181958_0c41__-118.402483402_33.940401205.png,1,0,0
0__20170901_181520_0e14__-122.48168213296614_37.828260689099785.png,0,0,1
0__20161019_181958_1_0c41__-118.41891264990858_33.90389204280466.png,0,0,1
1__20170615_174858_0f51__-118.4037708318591_33.941100279947925.png,1,0,0
1__20170502_175430_0e1f__-118.404976585_33.9406185141.png,1,0,0
0__20161211_174628_0e0f__-117.393531825_34.0303233503.png,0,0,1
0__20170624_174642_103a__-117.58542331531231_34.09132827703396.png,0,0,1
0__20150907_203407_1_0b0f__-122.3733717_37.6149328046.png,0,0,1
0__20170501_180555_1018__-122.378048149_37.6289102006.png,0,0,1
1__20170407_175220_0e26__-118.380445219_33.9339968273.png,1,0,0
0__20150408_182301_0905__-118.329337493_33.9002110173.png,0,0,1
1__20161019_181958_0c41__-118.403888354_33.9415754657.png,1,0,0
1__20161102_180701_0e26__-122.391744203_37.6186191553.png,1,0,0
0__20150904_214549_0b0e__-122.363961816_37.582299119.png,0,0,1
0__20170508_171100_0c43__-121.964576011_37.2885464972.png,0,0,1
0__20170621_174830_102f__-118.24039430801194_33.84110398602346.png,0,0,1
0__20170602_174242_1021__-117.16571072214008_32.747252113018554.png,0,0,1
0__20150805_013132_0823__-118.443335338_33.9303104155.png,0,0,1
0__20170612_174537_102d__-117.54244068208513_34.026401667041014.png,0,0,1
0__20151112_182742_0c47__-118.39932386370454_33.99958941914848.png,0,0,1
0__20170602_174848_1029__-118.39991185582423_33.94233682170849.png,0,0,1
0__20170415_180505_1024__-122.217129167_37.6714860715.png,0,0,1
1__20161202_180737_0e30__-122.3782948_37.6276517358.png,1,0,0
0__20161105_174752_0e16__-118.08180178632612_33.82476801552927.png,0,0,1
1__20170211_181118_0e16__-122.390301355_37.6126867574.png,1,0,0
1__20170121_175133_0e14__-118.401335197_33.9409856207.png,1,0,0
0__20170502_175430_0e1f__-118.384714623_33.9339596399.png,0,0,1
0__20160731_173923_0e20__-117.22385441548685_32.71731213814161.png,0,0,1
0__20170619_180817_0f22__-122.38039138084622_37.616943796383616.png,0,0,1
0__20160731_173923_0e20__-117.12141026561444_32.71474693772324.png,0,0,1
0__20170522_174304_1040__-117.207243633_32.7327932368.png,0,0,1
0__20170722_181138_0e30__-121.92785906774785_37.3669345522781.png,0,0,1
0__20170726_174854_0f10__-117.73659432716444_33.67446830799604.png,0,0,1
0__20170414_180531_0f28__-122.392785124_37.6186306272.png,0,0,1
0__20160805_011302_0c42__-122.00591148_37.4340005061.png,0,0,1
1__20170414_180529_0f28__-122.34844059475294_37.76830201285339.png,0,1,0
0__20161229_175031_0e0d__-118.387413421_33.9422618938.png,0,0,1
0__20160719_145643_0c78__-118.43038214850688_33.88154802188278.png,0,0,1
0__20161214_174940_0e26__-118.402576716_33.9405479805.png,0,0,1
0__20170515_181138_0e0f__-121.976766032_37.3280508481.png,0,0,1
0__20170707_174131_1_0c0b__-122.22348460054857_37.73728797841283.png,0,0,1
0__20170307_174522_100f__-118.513338208_33.9741349889.png,0,0,1
0__20170129_181027_0e1f__-122.47848944319293_37.80721005203499.png,0,0,1
0__20170626_174707_102d__-117.87330101684746_33.74270808581202.png,0,0,1
0__20170714_175017_1002__-118.40336345413715_33.94695079503096.png,0,0,1
0__20170411_175109_0e0e__-117.96792886160515_33.68439912223509.png,0,0,1
0__20151115_171055_0c47__-121.87141616975246_37.41445967521556.png,0,0,1
1__20170101_201603_0c22__-118.40483797_33.946180495.png,1,0,0
0__20160215_210551_0c68__-122.390400365_37.610938949.png,0,0,1
0__20160413_204119_0c66__-117.184020887_32.6969719129.png,0,0,1
0__20170501_181319_0e1f__-122.43977955796186_37.82906928237985.png,0,0,1
0__20171129_181544_1022__-122.12705606206356_37.72617616790978.png,0,0,1
1__20170522_180637_0f42__-122.379087933_37.6265293926.png,1,0,0
1__20170609_180756_103a__-122.34784341495181_37.76648707436548.png,0,1,0
0__20160414_192804_0c03__-117.76485684020052_33.6573858176621.png,0,0,1
1__20170211_181118_0e16__-122.388244706_37.6196995419.png,1,0,0
0__20170617_180854_1031__-122.47157916689906_37.84433113894968.png,0,0,1
0__20170722_174857_0f51__-117.98334181227406_33.72480808500441.png,0,0,1
0__20150715_182837_090c__-117.94799000520379_33.72546331929501.png,0,0,1
0__20170113_174500_0e0e__-117.20505983406628_32.72992823182228.png,0,0,1
0__20170312_180132_1029__-121.901053112_37.3326176449.png,0,0,1
0__20170724_175147_1028__-118.49120908088405_34.0252653894596.png,0,0,1
1__20170113_174500_0e0e__-117.20008565_32.7321993013.png,1,0,0
0__20170620_174902_0f3f__-118.26097137467536_33.79395471385917.png,0,0,1
1__20170413_180453_1041__-122.389286659_37.6115311642.png,1,0,0
0__20170618_175001_101e__-118.3887004152509_33.93356304201059.png,0,0,1
0__20170703_180944_1009__-122.16265659212847_37.76918329044205.png,0,0,1
0__20170627_174936_1015__-118.40025999336132_33.94179178303108.png,0,0,1
0__20170602_174848_1029__-118.4028687979243_33.94054465217636.png,0,0,1
1__20170609_180754_101b__-122.38225233640982_37.61419569965226.png,1,0,0
0__20170218_181101_0e20__-122.378945796_37.6272654887.png,0,0,1
0__20161231_203632_1_0c27__-122.330614284_37.640953786.png,0,0,1
1__20161116_174320_0e0f__-117.206018351_32.7325751832.png,1,0,0
1__20170218_181101_0e20__-122.379196025_37.6298075254.png,1,0,0
0__20170210_174601_0e14__-117.075485481_32.7672025642.png,0,0,1
0__20170714_180824_1007__-121.84937625066259_37.37931148372532.png,0,0,1
1__20170722_175038_0f38__-118.38579487680329_33.932743133881196.png,1,0,0
1__20170727_175114_0f3f__-118.40628730923756_33.94184452719216.png,1,0,0
1__20161031_211238_1_0c37__-118.411438142_33.9445837371.png,1,0,0
0__20160810_174527_0e0f__-118.398623134_33.9409446652.png,0,0,1
0__20160414_203124_0c68__-117.66573105950822_34.064269469829554.png,0,0,1
0__20170430_201723_0c27__-118.409382134_33.939875066.png,0,0,1
0__20170723_181447_0e0e__-122.38747607950859_37.826050895049605.png,0,0,1
1__20161112_174903_0e14__-118.384444787_33.9340282356.png,1,0,0
0__20170314_155240_0c12__-122.264674414_37.7380929195.png,0,0,1
0__20161003_010143_0c37__-118.35012983353649_33.84430679035129.png,0,0,1
0__20150901_230312_1_0b0a__-117.84953852_33.6351330102.png,0,0,1
0__20160815_180248_0e30__-121.96988700183954_37.311063700987305.png,0,0,1
1__20170618_173641_0c38__-118.40025115423707_33.94198518777255.png,1,0,0
0__20170615_181426_0e0d__-122.24704198444488_37.730924337195994.png,0,0,1
0__20170511_180600_1031__-122.14776667298621_37.69534071213596.png,0,0,1
1__20170508_180613_1010__-122.389931176_37.6215474909.png,1,0,0
0__20161015_180448_0e2f__-121.77508027193869_37.29100933659865.png,0,0,1
0__20170414_180532_0f28__-122.390761466_37.6166733116.png,0,0,1
1__20180713_180403_1035__-118.14270049795864_33.73596316065097.png,0,1,0
0__20151118_160630_0c72__-117.81262630029323_33.724101370649684.png,0,0,1
0__20150818_183108_0906__-117.842102527_33.6587777308.png,0,0,1
0__20170508_180515_1009__-122.01135092_37.6874079057.png,0,0,1
0__20161116_180805_0e14__-122.385099509_37.6189964284.png,0,0,1
0__20170620_175442_0e30__-118.24956395679402_33.9230145573574.png,0,0,1
1__20160316_153300_0b0a__-122.379870261_37.6292740244.png,1,0,0
1__20170211_181118_0e16__-122.384510263_37.6198917809.png,1,0,0
0__20160423_160217_0b0d__-117.919593658_33.6860940848.png,0,0,1
0__20151117_161515_0b0e__-118.09567855_33.8478050766.png,0,0,1
1__20170501_181322_0e1f__-122.393225359_37.6179558959.png,1,0,0
0__20170612_174537_102d__-117.56653293543181_33.984355864897566.png,0,0,1
1__20171207_181551_103c__-122.33515165952372_37.757412053801005.png,0,1,0
0__20170620_174906_1032__-118.40405403337029_33.939584251283534.png,0,0,1
1__20170728_175003_102a__-118.3857987955354_33.93439539366785.png,1,0,0
1__20170120_180944_0e14__-122.380734302_37.6182844748.png,1,0,0
0__20170602_174242_1021__-117.0967960709975_32.6877871273452.png,0,0,1
0__20170407_175220_0e26__-118.406944585_33.9396865181.png,0,0,1
0__20151111_183105_0c03__-122.015613789_37.2780574642.png,0,0,1
0__20161125_174801_0e16__-118.079760011_33.7964314852.png,0,0,1
0__20160816_174559_0e30__-118.407237553_33.9397372772.png,0,0,1
0__20170501_180553_1018__-122.220296669_37.7166088915.png,0,0,1
0__20170430_201723_1_0c27__-118.388279429_33.9336218981.png,0,0,1
1__20170612_180829_1036__-122.39028364121623_37.61801470811646.png,1,0,0
0__20170627_175609_0e2f__-118.3992918261493_33.940152500946965.png,0,0,1
0__20170702_180943_103c__-122.40626158671971_37.719233378938654.png,0,0,1
0__20170721_180825_100b__-122.34414301813885_37.75738131641715.png,0,0,1
0__20161003_010143_0c37__-118.482784634_33.910633509.png,0,0,1
0__20170513_174817_0f10__-118.401491916_33.9416966016.png,0,0,1
1__20170419_181316_0e0d__-122.389930523_37.6204207678.png,1,0,0
1__20180712_180429_101b__-118.22612740350046_33.722825506175006.png,0,1,0
0__20150827_175925_1_0b0f__-121.918673591_37.3176373254.png,0,0,1
0__20170522_180634_0f42__-122.1656619690832_37.80181360180734.png,0,0,1
0__20170620_232624_0c79__-122.46443168168126_37.64880277081112.png,0,0,1
1__20170101_201603_0c22__-118.410663192_33.9393863324.png,1,0,0
1__20160816_174600_0e0e__-118.388345965_33.9339668563.png,1,0,0
0__20170407_175220_0e26__-118.411153172_33.9449138557.png,0,0,1
1__20161021_174815_0e2f__-118.40126035_33.9405270297.png,1,0,0
0__20151227_171358_0c53__-121.90538958333427_37.39544544983639.png,0,0,1
1__20161212_180859_0e30__-122.388514743_37.6127570986.png,1,0,0
1__20160911_174650_0e14__-118.411298711_33.9439502995.png,1,0,0
0__20170703_180945_1009__-122.3573905632831_37.769270496131924.png,0,0,1
1__20161116_174320_0e0f__-117.204681511_32.7333728482.png,1,0,0
0__20170613_174900_1036__-118.40555221414559_33.941866738481295.png,0,0,1
0__20151112_182747_0c47__-118.0522601855752_33.85838333456066.png,0,0,1
1__20170702_180943_103c__-122.34838072324455_37.74018071626868.png,0,1,0
1__20160829_195802_0c72__-122.389382406_37.6201492015.png,1,0,0
0__20161018_193327_0c45__-122.383334753_37.614525609.png,0,0,1
0__20141115_180859_090b__-118.412492774_33.8903846883.png,0,0,1
0__20151204_183337_090c__-117.10839289_32.7242036182.png,0,0,1
0__20170512_174643_1031__-118.165088892_33.7607533976.png,0,0,1
0__20161128_174850_0e30__-118.386412611_33.9345898268.png,0,0,1
0__20170504_180617_102d__-122.49711313683639_37.880188602676064.png,0,0,1
